time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.133734,-0.8234,-0.6862,1.4263,1.784
6.148029,-0.0513,-0.7748,1.5827,1.763
6.165218,0.5349,-0.8105,1.4027,1.706
6.178832,0.3569,-0.5366,0.7766,1.009
6.191009,-0.0127,-0.1743,0.5162,0.545
6.206441,-0.1292,-0.0807,0.4455,0.471
6.220483,-0.1118,-0.1634,0.6192,0.650
6.235007,0.1867,-0.0989,0.9029,0.927
6.250090,0.7253,0.2207,1.0441,1.290
6.264608,0.9827,0.5902,1.1041,1.592
6.278890,1.1445,0.7089,1.1448,1.767
6.292561,1.1472,0.7103,1.0445,1.706
6.307824,1.0210,0.7361,0.4764,1.346
6.323083,0.3487,1.3954,-0.7432,1.619
6.336860,0.3933,2.8528,-2.9114,4.095
6.351873,1.8762,3.7988,-3.7662,5.669
6.365237,2.8955,3.3982,-2.8832,5.315
6.379918,2.3546,1.3839,-2.5407,3.730
6.395533,1.8901,-0.2987,-1.5109,2.438
6.409328,0.3610,-0.2280,-0.0243,0.428
6.424136,-0.4921,0.7016,1.1357,1.423
6.438806,-1.1247,2.0925,0.1292,2.379
6.453610,-0.6979,3.0118,-1.0882,3.277
6.467531,0.5339,3.1216,-1.6433,3.568
6.482332,1.6507,2.5282,-1.2498,3.268
6.497935,2.1193,1.3844,-0.2645,2.545
6.511660,2.2981,0.0717,0.5037,2.354
6.525976,2.2888,-1.1732,0.8568,2.711
6.540583,2.0340,-2.1623,1.0078,3.135
6.554928,1.8002,-2.8038,0.9629,3.468
6.569271,1.4662,-3.0174,0.8191,3.453
6.583431,1.1941,-3.2257,0.6123,3.494
6.598477,0.9362,-3.1870,0.2352,3.330
6.614745,0.8000,-3.2490,-0.2430,3.355
6.627233,0.8305,-3.3399,-0.3209,3.456
6.642921,1.0542,-3.5514,-0.0792,3.705
6.656928,1.4343,-3.9328,-0.3133,4.198
6.670336,1.4379,-4.1413,-0.8116,4.458
6.685786,1.5213,-4.5453,-1.3370,4.976
6.699668,0.8173,-4.8668,-0.8777,5.012
6.714775,0.2638,-5.2469,-0.0755,5.254
6.729794,-0.0340,-5.7875,0.7404,5.835
6.744124,0.1156,-6.0421,1.3132,6.184
6.758129,0.6334,-5.9715,1.1318,6.111
6.773462,0.9059,-5.2063,0.2876,5.292
6.787554,1.3400,-4.2335,-0.1311,4.442
6.802545,-0.1934,-2.2589,-0.4422,2.310
6.815573,-1.0077,-0.7262,-0.3987,1.305
6.831600,-0.5326,-0.1110,-0.0121,0.544
6.844706,-0.1823,-0.7014,-1.0416,1.269
6.864419,0.5208,-1.4052,-2.3098,2.753
6.874104,0.3340,0.0474,-4.6532,4.665
6.889490,-0.1674,3.0737,-3.7077,4.819
6.904307,0.2042,7.0599,-2.0430,7.352
6.918251,2.2804,15.6166,-2.1665,15.930
6.933157,3.1839,19.6076,3.2579,20.130
6.946333,2.6225,13.6686,4.6586,14.677
6.966958,-1.3765,6.9747,4.7863,8.570
6.982492,-3.0880,4.0357,6.0781,7.922
6.991169,-3.0457,3.4531,2.7326,5.354
7.005838,-1.3861,3.7016,-1.4485,4.210
7.018911,0.7480,3.6574,-2.2166,4.342
7.033778,1.8938,2.4667,-1.2336,3.346
7.049017,1.8058,0.1438,-0.2466,1.828
7.064441,0.9466,-2.2981,-0.2897,2.502
7.077603,-1.0837,-3.9560,-0.2273,4.108
7.092354,0.5753,-6.6336,-1.8675,6.915
7.106923,-0.0767,-7.6986,-1.4169,7.828
7.121736,-0.7513,-8.0057,-1.3681,8.156
7.135787,-1.0233,-7.8483,-1.2328,8.010
7.150702,-0.3480,-7.0926,-0.5033,7.119
7.164356,-0.2562,-6.4086,-0.2091,6.417
7.179881,-0.1588,-5.8821,-0.9523,5.961
7.195041,0.3636,-5.3447,-1.1522,5.480
7.209600,1.0375,-4.9778,-0.7297,5.137
7.223320,1.6534,-4.5264,-0.0484,4.819
7.236955,1.7732,-4.1633,0.3916,4.542
7.251432,1.3674,-3.9071,0.6474,4.190
7.267368,0.1450,-3.2686,0.6421,3.334
7.281332,-2.0010,-2.0562,0.0582,2.870
7.296290,-3.1870,-1.2698,-0.2159,3.437
7.309529,-3.1491,0.4054,-1.9033,3.702
7.325385,-3.0793,3.3818,-2.6283,5.275
7.339376,-1.0133,6.5459,-2.5737,7.106
7.353224,1.4863,10.0169,-3.7906,10.813
7.371031,0.1035,14.9457,-2.7300,15.193
7.382422,2.1631,13.8046,1.3917,14.042
7.397761,3.1260,8.2827,2.0196,9.080
7.412252,-0.2401,4.9500,2.5624,5.579
7.425524,-1.0416,3.9283,3.8039,5.567
7.440811,-0.9251,4.1919,2.0778,4.769
7.456030,-1.3309,4.6909,-0.2254,4.881
7.469716,-1.1211,4.5133,-0.9933,4.755
7.483896,-0.2432,2.9434,-0.8778,3.081
7.498843,0.6118,0.7473,-0.4225,1.054
7.513841,1.1279,-1.3975,-0.0938,1.798
7.529556,1.6291,-3.4102,0.0405,3.780
7.542337,1.1701,-4.5831,0.1184,4.732
7.557060,0.9961,-5.6079,0.2083,5.700
7.574129,1.3561,-6.8442,-0.0815,6.978
7.586360,1.1402,-7.9988,-0.6281,8.104
7.601379,0.7112,-8.1064,-0.6774,8.166
7.614621,-0.2148,-7.6758,-0.6433,7.706
7.631291,-0.5404,-7.2140,-1.0079,7.304
7.644365,-0.5634,-6.1173,-0.2459,6.148
7.666238,-0.5573,-5.1893,0.2595,5.226
7.673547,-0.4139,-4.1839,0.6030,4.247
7.692723,-0.2854,-3.4039,0.7397,3.495
7.702531,-0.3382,-2.6437,0.1742,2.671
7.716672,-0.1592,-1.6382,-0.1387,1.652
7.731352,0.4895,-1.2348,-0.2167,1.346
7.745242,1.1449,-1.6624,-1.6242,2.591
7.763149,0.9873,-2.1204,-3.3264,4.066
7.775023,0.2814,-1.5778,-3.5473,3.893
7.789495,-1.6046,0.6068,-3.2009,3.632
7.804052,-2.1003,3.1762,-2.5986,4.610
7.818780,-2.1767,7.2525,0.4427,7.585
7.833014,-1.2636,15.9644,0.1173,16.015
7.848197,-0.2085,21.2780,2.1792,21.390
