time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.989836,-0.0289,-0.0195,0.1096,0.115
5.001766,-0.0043,0.0232,0.0094,0.025
5.019123,-0.0279,0.0653,-0.0728,0.102
5.032345,-0.0421,0.0420,0.0155,0.061
5.046955,-0.0279,-0.0047,0.0737,0.079
5.061707,-0.0135,-0.0430,0.1124,0.121
5.074275,-0.0039,-0.0430,0.1229,0.130
5.089835,-0.0133,-0.0525,0.1147,0.127
5.104828,-0.0035,-0.0285,0.1210,0.124
5.117750,0.0063,-0.0230,0.1370,0.139
5.133176,-0.0079,-0.0140,0.1151,0.116
5.148579,-0.0222,-0.0097,0.0552,0.060
5.161368,-0.0318,-0.0145,0.0282,0.045
5.178673,-0.0548,-0.0431,0.0156,0.071
5.192222,-0.0447,-0.0670,-0.0109,0.081
5.207791,-0.0154,-0.0813,-0.0226,0.086
5.221686,0.0037,-0.0471,0.1214,0.130
5.235674,0.0333,-0.0417,0.1755,0.183
5.251634,0.0056,-0.0081,0.2143,0.214
5.262630,0.0018,0.0434,0.0915,0.101
5.277416,0.0026,0.1279,-0.1178,0.174
5.292459,-0.0158,0.0812,0.0450,0.094
5.307261,-0.0240,0.0297,0.1259,0.132
5.321700,0.0015,0.0441,0.1159,0.124
5.336602,0.0081,0.0435,0.1014,0.111
5.354297,-0.0235,0.0196,0.0342,0.046
5.368103,-0.0117,-0.0379,0.0146,0.042
5.380713,-0.0054,-0.0475,0.0369,0.060
5.393646,-0.0044,-0.0613,0.0741,0.096
5.407969,-0.0124,-0.0661,0.0782,0.103
5.432157,0.0136,-0.0613,0.0695,0.094
5.437222,0.0387,-0.0283,0.0372,0.061
5.455821,0.0294,-0.0090,0.0345,0.046
5.467944,0.0207,-0.0138,0.0505,0.056
5.479980,-0.0452,-0.0466,0.1098,0.128
5.496835,-0.0532,-0.0620,0.0040,0.082
5.510742,-0.0289,-0.0384,-0.1335,0.142
5.532237,-0.0148,-0.0287,-0.1336,0.137
5.543219,-0.0056,-0.0657,0.0364,0.075
5.554733,0.0849,-0.0507,0.0917,0.135
5.569994,0.1030,-0.0171,0.1122,0.153
5.584792,0.0740,0.0351,0.0992,0.129
5.597511,-0.0170,0.0489,0.0243,0.057
5.613240,-0.0360,0.0819,-0.0326,0.095
5.637485,-0.0259,0.0573,-0.0806,0.102
5.641072,-0.0219,0.0249,0.0088,0.034
5.657503,-0.0264,-0.0177,0.0919,0.097
5.670032,-0.0309,-0.0226,0.0929,0.100
5.686236,0.0029,-0.0467,0.0655,0.080
5.701640,0.0177,-0.0372,0.0194,0.046
5.714290,0.0080,-0.0230,0.0115,0.027
5.732174,-0.0118,0.0098,0.0310,0.035
5.745311,-0.0213,0.0102,0.0410,0.047
5.756834,-0.0257,-0.0001,0.0222,0.034
5.775033,-0.0206,-0.0284,0.0232,0.042
5.788245,0.0185,-0.0525,-0.0053,0.056
5.801887,0.0376,-0.0431,0.0087,0.058
5.819110,0.0466,-0.0140,0.0553,0.074
5.831632,0.0134,0.0187,0.0580,0.062
5.845023,-0.0101,0.0185,0.0135,0.025
5.861008,-0.0194,0.0087,-0.0085,0.023
5.874626,0.0283,-0.0101,0.0558,0.063
5.889912,0.0090,-0.0295,0.0341,0.046
5.902331,0.0137,-0.0249,0.0221,0.036
5.917259,0.0137,-0.0102,0.1003,0.102
5.932405,0.0329,-0.0391,0.1018,0.114
5.947804,0.0234,-0.0160,0.0557,0.062
5.960731,0.0089,0.0215,-0.0578,0.062
5.974873,-0.0395,0.0548,-0.0339,0.076
5.990863,-0.0360,0.0462,0.1193,0.133
6.005801,0.0066,0.0363,0.1337,0.139
6.021568,0.0252,0.0361,0.1005,0.110
6.034203,0.0253,0.0311,0.0625,0.074
6.048915,0.0054,-0.0026,0.0487,0.049
6.062667,0.0045,-0.0315,0.0245,0.040
6.076218,0.0034,-0.0551,0.0627,0.084
6.092179,0.0119,-0.0457,0.0860,0.098
6.106777,-0.0039,-0.0363,0.0950,0.102
6.120140,-0.0089,-0.0269,0.0574,0.064
6.135959,-0.0143,-0.0228,0.0107,0.029
6.152027,-0.0148,-0.0182,-0.0223,0.032
6.165704,-0.0058,-0.0183,-0.0041,0.020
6.179432,0.0265,-0.0454,0.1620,0.170
6.193480,0.0592,-0.0593,0.2047,0.221
6.208177,0.0012,-0.0037,0.0570,0.057
6.222725,-0.0709,-0.0038,0.0771,0.105
6.235401,-0.0615,-0.0368,0.0685,0.099
6.252586,-0.0185,-0.0278,0.0126,0.036
6.266180,0.0194,-0.0273,0.0715,0.079
6.280181,0.0330,-0.0082,0.0922,0.098
6.294785,0.0368,-0.0220,0.0902,0.100
6.308924,0.0169,0.0061,0.0919,0.094
6.330500,0.0353,0.0114,0.0898,0.097
6.338807,0.0112,0.0210,0.1070,0.110
6.353969,-0.0043,0.0114,0.1536,0.154
6.370462,-0.0233,-0.0455,0.1644,0.172
6.382513,-0.0426,-0.0700,0.1151,0.141
6.397047,-0.0139,-0.0700,0.0722,0.102
6.413136,-0.0279,-0.0748,0.0736,0.109
6.432125,-0.0227,-0.1179,0.1002,0.156
6.442091,-0.0700,-0.0802,0.0504,0.118
6.455411,-0.0843,-0.0664,-0.0187,0.109
6.470187,-0.1035,-0.0377,-0.0169,0.111
6.485902,-0.0894,-0.0131,0.0650,0.111
6.499836,-0.0711,0.0300,0.0984,0.125
6.513799,-0.0378,0.0779,0.0896,0.125
6.533668,-0.0476,0.1060,0.0418,0.123
6.544262,-0.0711,0.0814,-0.0114,0.109
6.556550,-0.0571,0.0060,0.0447,0.073
