time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.376647,-0.0306,0.0103,-0.0435,0.054
7.390806,-0.0872,-0.0093,-0.0773,0.117
7.406657,-0.0532,0.0138,-0.1587,0.168
7.422149,0.0041,0.0425,-0.1923,0.197
7.437365,0.0420,0.0203,-0.1219,0.131
7.450483,0.0516,-0.0242,0.0233,0.062
7.466247,0.0177,-0.0687,0.1301,0.148
7.481806,-0.0061,-0.0816,0.1468,0.168
7.501308,0.0135,-0.0725,0.0841,0.112
7.506944,0.0515,-0.0258,-0.0160,0.060
7.523978,0.0796,0.0203,-0.1017,0.131
7.538671,0.0696,0.0251,-0.1064,0.130
7.549869,0.0549,0.0071,-0.0350,0.066
7.566291,0.0258,-0.0155,-0.0124,0.033
7.579986,0.0159,-0.0438,-0.0180,0.050
7.601033,0.0396,-0.0292,-0.0130,0.051
7.609827,0.0437,0.0136,-0.0716,0.085
7.625065,0.0481,0.0337,-0.0877,0.106
7.639442,0.0241,0.0023,-0.0041,0.025
7.654251,0.0145,-0.0242,0.0749,0.080
7.667027,-0.0001,-0.0425,0.0686,0.081
7.682393,-0.0100,-0.0336,0.0065,0.036
7.700830,-0.0005,-0.0253,-0.0736,0.078
7.712392,0.0139,-0.0111,-0.0691,0.071
7.725347,0.0043,-0.0202,-0.0407,0.046
7.742277,0.0043,-0.0185,0.0053,0.020
7.755882,0.0328,-0.0267,0.0220,0.048
7.770054,0.0513,-0.0152,0.0388,0.066
7.783117,0.0557,-0.0102,0.0231,0.061
7.801973,0.0506,-0.0098,-0.0064,0.052
7.814914,0.0122,-0.0192,-0.0402,0.046
7.826528,0.0122,-0.0150,-0.0601,0.063
7.842865,0.0120,-0.0051,-0.0510,0.053
7.858913,0.0259,0.0047,-0.0514,0.058
7.870273,0.0302,0.0191,-0.0418,0.055
7.886578,0.0060,0.0193,-0.0422,0.047
7.901790,-0.0085,-0.0132,-0.0143,0.021
7.916316,0.0155,-0.0555,0.0089,0.058
