time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.172493,-0.5330,0.1687,0.8764,1.039
4.189017,-0.1458,-0.9326,1.2748,1.586
4.202321,-0.1158,-1.8118,0.9591,2.053
4.215798,-0.3039,-2.2406,0.3089,2.282
4.229758,-0.3302,-2.4628,-0.1214,2.488
4.245726,-0.3045,-2.5565,-0.0197,2.575
4.262408,-0.3526,-2.8823,0.3836,2.929
4.280750,-0.2996,-3.0362,0.8845,3.177
4.290027,-0.1705,-3.4833,1.0918,3.654
4.302972,0.2336,-3.8525,1.3697,4.095
4.320240,0.4272,-4.0633,1.3451,4.301
4.333308,0.4220,-4.1581,0.9379,4.283
4.349291,0.3404,-4.2587,0.4614,4.297
4.361455,0.2741,-4.1916,-0.0194,4.201
4.380812,0.2735,-3.8743,-0.1303,3.886
4.391111,0.0627,-3.4760,-0.2458,3.485
4.407857,-0.1227,-3.1189,-0.1324,3.124
4.419902,-0.2416,-2.5212,0.1804,2.539
4.433162,-0.2590,-1.8186,0.4822,1.899
4.450486,0.2528,-0.7073,1.0891,1.323
4.464780,0.1728,1.1559,1.0105,1.545
4.481983,0.0055,2.7118,-0.0224,2.712
4.494387,-0.2608,3.6981,-1.3271,3.938
4.506841,-0.3513,3.2832,-3.2159,4.609
4.522155,-0.1813,2.4912,-4.1139,4.813
4.535205,0.4016,2.5502,-2.2344,3.414
4.551480,0.2813,3.3972,-0.5683,3.456
4.565214,-0.1713,4.1693,0.7876,4.246
4.579096,-0.1908,5.1241,1.5244,5.349
4.594424,0.0284,6.5758,0.8669,6.633
4.607798,0.6485,7.0744,-1.1267,7.193
4.623689,1.4779,5.5213,-2.6031,6.281
4.638593,2.0412,3.6433,-1.3134,4.378
4.653618,1.6125,2.3808,0.4421,2.909
4.667754,-0.4759,2.0009,1.5619,2.583
4.684300,-1.6740,1.9417,1.6646,3.057
4.695983,-1.6866,2.0898,0.9476,2.848
4.708747,-0.9745,1.8854,-0.0951,2.124
4.724731,0.3492,1.0176,-0.7652,1.320
4.738769,1.1323,-0.2586,-0.8400,1.433
4.755213,1.0168,-1.0523,0.2149,1.479
4.769536,0.5923,-1.6634,0.9696,2.014
4.784758,0.1827,-1.8080,0.8218,1.994
4.798868,0.1372,-1.8330,0.4802,1.900
4.811356,0.1778,-2.0457,-0.0653,2.054
4.827442,0.1360,-2.4604,-0.1873,2.471
4.840946,0.1037,-2.7964,0.1232,2.801
4.855600,0.1389,-2.9987,0.5831,3.058
4.871925,0.2648,-3.1347,1.0056,3.303
4.885722,0.4581,-3.2578,1.1630,3.489
4.898189,0.7806,-3.3359,0.9510,3.556
4.914655,0.8481,-3.2968,0.6636,3.468
4.928106,0.8214,-3.1432,0.2772,3.261
4.941931,0.8961,-2.9686,0.1498,3.105
4.956454,1.1303,-3.0527,0.4787,3.290
4.971986,1.1072,-3.3526,0.6492,3.590
4.988625,0.7998,-3.6730,0.6946,3.823
5.003382,0.2884,-3.6996,0.5894,3.757
5.015564,0.1564,-3.2931,0.0752,3.298
5.031113,0.1668,-2.8733,-0.5904,2.938
5.045593,-0.2134,-2.0870,-0.5068,2.158
5.058932,-0.9050,-0.1214,-1.5211,1.774
5.072931,-0.7480,1.7747,-3.1573,3.698
5.089148,-0.9601,2.5659,-3.8127,4.695
5.101951,-0.7759,2.8428,-3.2566,4.392
5.118552,-0.6822,3.3963,-2.1654,4.085
5.134261,-0.6123,4.4111,-1.1512,4.600
5.147185,-0.6563,4.6645,1.5283,4.952
5.161160,-0.9701,3.9986,3.2028,5.214
5.177476,-1.2135,3.5376,3.4675,5.100
5.192544,-1.2459,4.0193,2.1842,4.741
5.205305,-1.1923,4.3433,0.6752,4.554
5.217642,-1.7021,4.3817,-1.1074,4.829
5.232481,-1.8403,4.7856,-2.1150,5.546
5.247268,-1.2705,3.7510,-1.8715,4.380
5.263341,-1.3728,1.4830,-0.4034,2.061
5.278924,-1.1603,-0.1327,1.3992,1.823
5.294551,-0.3983,-0.8839,2.5796,2.756
5.307542,0.1157,-1.0869,2.4859,2.716
5.322670,-0.0389,-1.3033,1.2885,1.833
5.334444,-0.3004,-1.6226,-0.2882,1.675
5.349129,-0.4923,-1.8988,-1.1613,2.280
5.363546,-0.4999,-2.2040,-0.7906,2.394
5.379099,-0.3680,-2.5294,0.0602,2.557
5.394939,-0.0761,-2.8377,0.8047,2.951
5.409334,0.1353,-3.0572,1.2742,3.315
5.423124,0.0331,-3.1766,1.2436,3.411
5.439817,-0.1957,-3.2411,1.0332,3.407
5.453968,-0.3992,-3.2572,0.8814,3.398
5.467969,-0.5663,-3.2172,0.7807,3.359
5.485418,-0.5906,-3.2850,0.8219,3.437
5.494466,-0.3298,-3.2539,0.7460,3.355
