time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.319136,-0.4680,3.0514,1.3445,3.367
4.335357,-0.8594,3.6690,1.6714,4.122
4.349927,-1.0575,4.2618,1.7223,4.717
4.364492,-0.9849,4.6855,1.3351,4.971
4.376829,-0.8252,5.1004,1.0073,5.264
4.398970,-0.3382,5.2000,0.8742,5.284
4.407551,-0.2179,4.7244,1.0475,4.844
4.422584,-0.5088,4.2724,0.1849,4.307
4.437174,-0.7760,3.7045,-1.6833,4.142
4.451569,0.0144,2.6927,-2.9490,3.993
4.464657,0.6281,0.9555,-3.6236,3.800
4.479195,0.7103,-0.9849,-3.1934,3.416
4.496596,0.7101,-2.4801,-2.6319,3.685
4.508642,0.1839,-2.0417,-2.3545,3.122
4.522550,-0.0329,-0.6258,-3.3931,3.450
4.539213,0.4289,-0.0010,-3.4201,3.447
4.554430,0.5520,0.1533,-1.6978,1.792
4.568776,0.4893,0.0805,-0.1051,0.507
4.582958,0.1783,-0.2748,0.6200,0.701
4.602995,0.1955,-0.8604,0.7727,1.173
4.610258,0.2757,-1.2859,0.6016,1.446
4.625908,0.3536,-1.6598,0.2021,1.709
4.641661,0.3832,-2.0605,0.0040,2.096
4.655594,0.3617,-2.6475,-0.0907,2.674
4.670684,0.3299,-3.2169,0.3837,3.256
4.682571,0.2950,-3.6779,0.6747,3.751
4.697677,0.5942,-3.9454,0.9810,4.109
4.714070,0.5148,-4.0050,0.9675,4.152
4.725643,0.6023,-3.7889,0.5903,3.882
4.740443,0.4274,-3.4346,0.2536,3.470
4.756025,0.2967,-3.1049,0.6726,3.191
4.771744,0.4039,-2.8286,0.7236,2.948
4.787072,0.3774,-2.2927,0.8480,2.473
4.799364,0.4932,-1.5280,1.3702,2.111
4.814567,0.6789,-0.5919,1.5948,1.832
4.829135,0.6977,0.4038,0.6959,1.065
4.840813,0.7816,1.0767,0.0665,1.332
4.858924,0.8675,1.2746,-0.3955,1.592
4.872652,0.8246,1.2951,-0.5802,1.641
4.885322,0.7200,1.1888,-0.1236,1.395
4.900822,0.5194,1.1516,0.1636,1.274
4.916789,0.1388,1.3188,0.5189,1.424
4.929431,-0.1396,1.5999,0.9497,1.866
4.944398,-0.4831,1.9391,0.9340,2.206
4.959010,-0.6732,2.0434,1.5743,2.666
4.974313,-0.4433,2.3590,2.4205,3.409
4.989368,-0.2881,2.7375,2.6236,3.803
5.002532,-0.1778,3.2664,2.1714,3.926
5.017760,-0.5481,3.9831,1.8511,4.426
5.032082,-0.8585,4.5576,0.6978,4.690
5.045788,-0.9841,5.0593,-1.0661,5.263
5.059957,-0.7383,5.0233,-1.8426,5.401
5.075284,-0.4584,3.8562,-3.1358,4.991
5.090544,-1.1724,2.0720,-4.3317,4.943
5.105254,-1.4061,0.2759,-3.6987,3.967
5.118978,-1.2387,-1.1647,-2.3991,2.940
5.137234,-0.7920,-1.8864,-0.4141,2.087
5.147074,-0.6459,-1.6707,1.3683,2.254
5.160555,-0.7955,-0.7346,0.6009,1.238
5.176134,-1.0039,-0.1704,-1.0958,1.496
5.192969,-0.1544,-0.2901,-1.4560,1.493
5.205513,0.3822,-0.5639,-1.5458,1.689
5.221517,0.7308,-0.6809,-1.5320,1.829
